"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"WAOLUSGM"	""	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/AOLDiag/AOL/WAOLUSGM"
"WAOLUSGM"	""	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"1134"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/AOLDiag/AOL/WAOLUSGM"
"TOD"	""	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0/TOD"
"TOD"	""	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"1150"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0/TOD"
"mantooth2007"	""	"r"	""	"2007-07-13 01:21:35 IST"	"2007-07-13 01:21:35 IST"	"2007-07-08 02:01:14 IST"	"190577"	"232"	"9cd1b6265699fb98c08e936e35682eca"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth2007"
"mantooth2007-slack"	""	"r"	""	"2007-07-13 01:21:35 IST"	"2007-07-13 01:21:35 IST"	"2007-07-08 02:01:14 IST"	"399"	"232"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth2007-slack"
"mantooth2007.abi"	".abi"	"r"	""	"2007-07-12 02:49:42 IST"	"2007-07-13 01:21:35 IST"	"2007-06-22 04:01:04 IST"	"262"	"675"	"3c4abe36b02d489da5b126962c60599a"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth2007.abi"
"mantooth2007.abi-slack"	".abi-slack"	"r"	""	"2007-07-12 02:49:42 IST"	"2007-07-13 01:21:35 IST"	"2007-06-22 04:01:04 IST"	"250"	"675"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth2007.abi-slack"
"mantooth2007.aby"	".aby"	"r"	""	"2007-07-13 01:21:35 IST"	"2007-07-13 01:21:35 IST"	"2007-06-22 04:01:04 IST"	"960"	"676"	"0eb7355dea619ee0afaa7c73c01727fe"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth2007.aby"
"mantooth2007.aby-slack"	".aby-slack"	"r"	""	"2007-07-13 01:21:35 IST"	"2007-07-13 01:21:35 IST"	"2007-06-22 04:01:04 IST"	"64"	"676"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth2007.aby-slack"
"mantooth2007.ARL"	".ARL"	"r"	""	"2007-07-13 01:21:36 IST"	"2007-07-13 01:21:36 IST"	"2007-06-22 04:45:50 IST"	"1663"	"677"	"8c49a7fd3da036391887e2e29fdddb2d"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth2007.ARL"
"mantooth2007.ARL-slack"	".ARL-slack"	"r"	""	"2007-07-13 01:21:36 IST"	"2007-07-13 01:21:36 IST"	"2007-06-22 04:45:50 IST"	"385"	"677"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth2007.ARL-slack"
"mantooth2007.BAG"	".BAG"	"r"	""	"2007-07-13 01:21:36 IST"	"2007-07-13 01:21:36 IST"	"2007-06-22 03:52:09 IST"	"328"	"678"	"740311c2f621a6401e331260f49604d8"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth2007.BAG"
"mantooth2007.BAG-slack"	".BAG-slack"	"r"	""	"2007-07-13 01:21:36 IST"	"2007-07-13 01:21:36 IST"	"2007-06-22 03:52:09 IST"	"184"	"678"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth2007.BAG-slack"
"mantooth20071.AUT"	".AUT"	"r"	""	"2007-07-13 01:21:36 IST"	"2007-07-13 01:21:36 IST"	"2007-06-22 04:45:50 IST"	"4"	"679"	"81facc2622ac61422d90b7016ac71322"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth20071.AUT"
"mantooth20071.AUT-slack"	".AUT-slack"	"r"	""	"2007-07-13 01:21:36 IST"	"2007-07-13 01:21:36 IST"	"2007-06-22 04:45:50 IST"	"508"	"679"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/AOL/C_AOL 9.0a/organize/mantooth20071.AUT-slack"
"WER"	""	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_Mantooth.E01/vol_vol2/ProgramData/Microsoft/Windows/WER"
"WER"	""	"r"	""	"2007-07-14 03:43:52 IST"	"2007-07-14 03:43:52 IST"	"2007-07-14 03:43:52 IST"	"0"	"1401"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/Microsoft/Windows/WER"
"Support"	""	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_Mantooth.E01/vol_vol2/ProgramData/Microsoft/Windows Defender/Support"
"Support"	""	"r"	""	"2007-07-14 04:30:10 IST"	"2007-07-14 04:30:10 IST"	"2007-07-14 04:30:10 IST"	"3414"	"1429"	"555e83ce7f5d280d7454af334571fb25"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/Microsoft/Windows Defender/Support"
"Support-slack"	""	"r"	""	"2007-07-14 04:30:10 IST"	"2007-07-14 04:30:10 IST"	"2007-07-14 04:30:10 IST"	"170"	"1429"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/ProgramData/Microsoft/Windows Defender/Support-slack"
"WPD"	""	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_Mantooth.E01/vol_vol2/ProgramData/Microsoft/WPD"
"WPD"	""	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"1441"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_Mantooth.E01/vol_vol2/ProgramData/Microsoft/WPD"
"Windows Live"	""	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_Mantooth.E01/vol_vol2/Users/Dracula/Favorites/Windows Live"
"NTUSER.DAT"	".DAT"	"r"	""	"2007-06-24 05:54:09 IST"	"2007-03-06 06:56:14 IST"	"2007-06-24 05:54:09 IST"	"524288"	"54"	"378a98dc171ff3468f33f80c033019d8"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Dracula/NTUSER.DAT"
"Arabic Text.doc"	".doc"	"r"	""	"2007-09-26 01:35:29 IST"	"2007-09-26 01:35:29 IST"	"2006-07-10 00:51:39 IST"	"22528"	"648"	"5cb5edc5af396f3fc1ef9df7e01fb83b"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Public/Documents/Arabic Text.doc"
"Japanese text.doc"	".doc"	"r"	""	"2007-09-26 01:35:29 IST"	"2007-09-26 01:35:29 IST"	"2006-07-10 01:16:44 IST"	"25600"	"647"	"403b705295ec8958c1bb977c2bda636e"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Public/Documents/Japanese text.doc"
"7267B0C2538F0BA5FEBF671B4566E394"	""	"r"	""	"2007-07-08 04:19:34 IST"	"2007-07-08 04:19:34 IST"	"2007-02-28 01:03:20 IST"	"2268"	"61"	"a7201f2854ecacc8d83d8eb3e4566e17"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Credentials/7267B0C2538F0BA5FEBF671B4566E394"
"7267B0C2538F0BA5FEBF671B4566E394-slack"	""	"r"	""	"2007-07-08 04:19:34 IST"	"2007-07-08 04:19:34 IST"	"2007-02-28 01:03:20 IST"	"292"	"61"	"null"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Credentials/7267B0C2538F0BA5FEBF671B4566E394-slack"
"activesharingfolder.dat"	".dat"	"r"	""	"2007-07-08 04:23:45 IST"	"2007-07-08 04:23:45 IST"	"2007-02-28 01:03:26 IST"	"781"	"80"	"41b3733e9a1408e0b76c4b4af70f62e7"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Messenger/activesharingfolder.dat"
"activesharingfolder.dat-slack"	".dat-slack"	"r"	""	"2007-07-08 04:23:45 IST"	"2007-07-08 04:23:45 IST"	"2007-02-28 01:03:26 IST"	"243"	"80"	"null"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Messenger/activesharingfolder.dat-slack"
"SharingMetadata"	""	"-"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"----------"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Messenger/MolarMan420@hotmail.com/SharingMetadata"
"extend.dat"	".dat"	"r"	""	"2007-07-08 04:20:07 IST"	"2007-07-08 04:20:07 IST"	"2007-06-20 22:55:35 IST"	"713"	"63"	"6735b10603331b471aaf6247ba16320e"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Outlook/extend.dat"
"extend.dat-slack"	".dat-slack"	"r"	""	"2007-07-08 04:20:07 IST"	"2007-07-08 04:20:07 IST"	"2007-06-20 22:55:35 IST"	"311"	"63"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Outlook/extend.dat-slack"
"Outlook.pst"	".pst"	"r"	""	"2007-07-08 04:20:07 IST"	"2007-07-08 04:20:07 IST"	"2007-08-04 21:32:56 IST"	"525312"	"64"	"b4b816e96a657299695e623343e943bb"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Outlook/Outlook.pst"
"thumbcache_1024.db"	".db"	"r"	""	"2008-02-13 02:26:31 IST"	"2007-06-23 04:28:28 IST"	"2008-02-13 00:29:48 IST"	"24"	"74"	"45f6e7be2ffd30a9fe78b8b2d1d0ba3b"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Explorer/thumbcache_1024.db"
"thumbcache_256.db"	".db"	"r"	""	"2008-02-13 02:26:30 IST"	"2007-06-23 04:28:28 IST"	"2008-02-13 00:29:48 IST"	"3145728"	"73"	"0f4a09f6ee1b29a3058dae7947ca2176"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Explorer/thumbcache_256.db"
"thumbcache_32.db"	".db"	"r"	""	"2008-02-13 02:26:28 IST"	"2007-06-23 04:28:28 IST"	"2008-02-13 00:29:48 IST"	"1048576"	"72"	"88cd6d8907f2723af4d6606aad43922a"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Explorer/thumbcache_32.db"
"thumbcache_96.db"	".db"	"r"	""	"2008-02-13 02:26:29 IST"	"2007-06-23 04:28:28 IST"	"2008-02-13 00:29:48 IST"	"2097152"	"71"	"ae47ef3941eb1b9874c8fb50a5bcafbf"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Explorer/thumbcache_96.db"
"thumbcache_idx.db"	".db"	"r"	""	"2008-02-13 02:26:32 IST"	"2007-06-23 04:28:28 IST"	"2008-02-13 00:34:38 IST"	"8104"	"70"	"47631a5df723b0627687c2b4b288f758"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Explorer/thumbcache_idx.db"
"thumbcache_idx.db-slack"	".db-slack"	"r"	""	"2008-02-13 02:26:32 IST"	"2007-06-23 04:28:28 IST"	"2008-02-13 00:34:38 IST"	"88"	"70"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Explorer/thumbcache_idx.db-slack"
"thumbcache_sr.db"	".db"	"r"	""	"2008-02-13 02:26:32 IST"	"2007-06-23 04:28:28 IST"	"2008-02-13 00:29:48 IST"	"24"	"69"	"191d0d0628fa02158d62163a22e91e46"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Explorer/thumbcache_sr.db"
"desktop.ini"	".ini"	"r"	""	"2008-07-03 02:23:40 IST"	"2007-02-28 00:04:00 IST"	"2007-02-28 00:04:00 IST"	"145"	"182"	"ba96961f5e22882527919e19daea510f"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/desktop.ini"
"$I30"	""	"r"	""	"2007-07-13 04:44:17 IST"	"2007-02-28 00:04:00 IST"	"2007-07-13 04:44:17 IST"	"4096"	"174"	"e5ac2e92ebc0f97577c4a48550c90fe0"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/History.IE5/$I30"
"cmls_ms.tlv"	".tlv"	"r"	""	"2007-07-14 04:37:03 IST"	"2007-03-09 02:20:06 IST"	"2007-07-14 04:37:03 IST"	"144"	"179"	"0b277b41dd437d80546f996fff3ee449"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/History.IE5/cmls_ms.tlv"
"desktop.ini"	".ini"	"r"	""	"2007-07-13 04:41:58 IST"	"2007-02-28 00:04:00 IST"	"2007-07-13 04:41:58 IST"	"67"	"175"	"4a3deb274bb5f0212c2419d3d8d08612"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/History.IE5/desktop.ini"
"index.dat"	".dat"	"r"	""	"2007-02-28 00:04:00 IST"	"2007-02-28 00:04:00 IST"	"2007-07-14 04:25:15 IST"	"81920"	"176"	"0af0805c0397899a0d3fb479038909d2"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/History.IE5/index.dat"
"index.dat"	".dat"	"r"	""	"2007-07-13 01:35:20 IST"	"2007-07-13 01:35:20 IST"	"2007-07-13 01:16:25 IST"	"32768"	"181"	"bb7df04e1b0a2570657527a7e108ae23"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/History.IE5/MSHist012007070220070709/index.dat"
"index.dat"	".dat"	"r"	""	"2007-07-13 04:44:17 IST"	"2007-07-13 04:44:17 IST"	"2007-07-13 01:16:25 IST"	"32768"	"178"	"e621896b8687ed665b9983df81c28df4"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/History.IE5/MSHist012007071220070713/index.dat"
"desktop.ini"	".ini"	"r"	""	"2007-02-28 00:31:49 IST"	"2007-02-28 00:31:49 IST"	"2007-02-28 00:31:49 IST"	"145"	"166"	"ba96961f5e22882527919e19daea510f"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/Low/desktop.ini"
"$I30"	""	"r"	""	"2007-07-13 04:42:16 IST"	"2007-02-28 00:31:49 IST"	"2007-07-13 04:42:16 IST"	"4096"	"168"	"839177ae6ae5a460caae02453d9836d7"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/Low/History.IE5/$I30"
"desktop.ini"	".ini"	"r"	""	"2007-07-13 04:41:57 IST"	"2007-02-28 00:31:49 IST"	"2007-07-13 04:41:57 IST"	"67"	"169"	"4a3deb274bb5f0212c2419d3d8d08612"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/Low/History.IE5/desktop.ini"
"index.dat"	".dat"	"r"	""	"2007-10-12 01:46:56 IST"	"2007-02-28 00:31:49 IST"	"2007-10-12 01:37:18 IST"	"91904"	"170"	"e6968f8bc7d8d59db5ee81a7b2169e86"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/Low/History.IE5/index.dat"
"index.dat-slack"	".dat-slack"	"r"	""	"2007-10-12 01:46:56 IST"	"2007-02-28 00:31:49 IST"	"2007-10-12 01:37:18 IST"	"256"	"170"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/Low/History.IE5/index.dat-slack"
"index.dat"	".dat"	"r"	""	"2007-07-13 04:42:16 IST"	"2007-07-13 04:42:16 IST"	"2007-07-13 04:42:15 IST"	"32768"	"172"	"ee28abc0f991b5fb3854ea41e2b44b8a"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/History/Low/History.IE5/MSHist012007071220070713/index.dat"
"B3BB5BBA-E7D5-40AB-A041-A5B1C0B26C8F.dat"	".dat"	"r"	""	"2007-02-28 00:51:53 IST"	"2007-02-28 00:51:53 IST"	"2007-02-28 00:51:53 IST"	"78924"	"1545"	"92e8a13fe6964c839eb3b494c55fdcf8"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/AntiPhishing/B3BB5BBA-E7D5-40AB-A041-A5B1C0B26C8F.dat"
"B3BB5BBA-E7D5-40AB-A041-A5B1C0B26C8F.dat-slack"	".dat-slack"	"r"	""	"2007-02-28 00:51:53 IST"	"2007-02-28 00:51:53 IST"	"2007-02-28 00:51:53 IST"	"436"	"1545"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/AntiPhishing/B3BB5BBA-E7D5-40AB-A041-A5B1C0B26C8F.dat-slack"
"$I30"	""	"r"	""	"2007-07-14 04:30:16 IST"	"2007-07-13 04:41:52 IST"	"2007-07-14 04:30:16 IST"	"4096"	"1337"	"5b681194f39c6681de476f1cf1a2a803"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/$I30"
"desktop.ini"	".ini"	"r"	""	"2008-07-03 02:23:47 IST"	"2007-07-13 04:41:52 IST"	"2007-07-13 04:41:52 IST"	"67"	"1338"	"4a3deb274bb5f0212c2419d3d8d08612"	"unknown"	"rr-xr-xr-x"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/desktop.ini"
"ErrorPageTemplate[1]"	""	"r"	""	"2007-07-14 04:30:09 IST"	"2007-07-14 04:30:09 IST"	"2007-07-14 04:30:09 IST"	"2168"	"1339"	"f4fe1cb77e758e1ba56b8a8ec20417c5"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/ErrorPageTemplate[1]"
"ErrorPageTemplate[1]-slack"	""	"r"	""	"2007-07-14 04:30:09 IST"	"2007-07-14 04:30:09 IST"	"2007-07-14 04:30:09 IST"	"392"	"1339"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/ErrorPageTemplate[1]-slack"
"images[1].jpg"	".jpg"	"r"	""	"2007-07-14 04:30:11 IST"	"2007-07-14 04:30:11 IST"	"2007-07-14 04:30:11 IST"	"1652"	"1340"	"69fc3c889bdfb5f2d081b8b1e56f940b"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[1].jpg"
"images[1].jpg-slack"	".jpg-slack"	"r"	""	"2007-07-14 04:30:11 IST"	"2007-07-14 04:30:11 IST"	"2007-07-14 04:30:11 IST"	"396"	"1340"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[1].jpg-slack"
"images[2].jpg"	".jpg"	"r"	""	"2007-07-14 04:30:11 IST"	"2007-07-14 04:30:11 IST"	"2007-07-14 04:30:11 IST"	"4128"	"1341"	"0709148304c8d3713bae6ce9cda0178b"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[2].jpg"
"images[2].jpg-slack"	".jpg-slack"	"r"	""	"2007-07-14 04:30:11 IST"	"2007-07-14 04:30:11 IST"	"2007-07-14 04:30:11 IST"	"480"	"1341"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[2].jpg-slack"
"images[3].jpg"	".jpg"	"r"	""	"2007-07-14 04:30:12 IST"	"2007-07-14 04:30:12 IST"	"2007-07-14 04:30:12 IST"	"3974"	"1342"	"4367a3885ab6c35861b8cf73e152fe2f"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[3].jpg"
"images[3].jpg-slack"	".jpg-slack"	"r"	""	"2007-07-14 04:30:12 IST"	"2007-07-14 04:30:12 IST"	"2007-07-14 04:30:12 IST"	"122"	"1342"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[3].jpg-slack"
"images[4].jpg"	".jpg"	"r"	""	"2007-07-14 04:30:12 IST"	"2007-07-14 04:30:12 IST"	"2007-07-14 04:30:12 IST"	"3763"	"1343"	"687fac3cab1b527fc538d34464fc63ae"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[4].jpg"
"images[4].jpg-slack"	".jpg-slack"	"r"	""	"2007-07-14 04:30:12 IST"	"2007-07-14 04:30:12 IST"	"2007-07-14 04:30:12 IST"	"333"	"1343"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[4].jpg-slack"
"images[5].jpg"	".jpg"	"r"	""	"2007-07-14 04:30:16 IST"	"2007-07-14 04:30:16 IST"	"2007-07-14 04:30:16 IST"	"1722"	"1344"	"27aae559e100fe0849ff66fa9b1b9de8"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[5].jpg"
"images[5].jpg-slack"	".jpg-slack"	"r"	""	"2007-07-14 04:30:16 IST"	"2007-07-14 04:30:16 IST"	"2007-07-14 04:30:16 IST"	"326"	"1344"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[5].jpg-slack"
"images[6].jpg"	".jpg"	"r"	""	"2007-07-14 04:30:16 IST"	"2007-07-14 04:30:16 IST"	"2007-07-14 04:30:16 IST"	"2189"	"1345"	"94c9dd1a2d3b70357d0730e82ef69be9"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[6].jpg"
"images[6].jpg-slack"	".jpg-slack"	"r"	""	"2007-07-14 04:30:16 IST"	"2007-07-14 04:30:16 IST"	"2007-07-14 04:30:16 IST"	"371"	"1345"	"null"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[6].jpg-slack"
"images[7].jpg"	".jpg"	"r"	""	"2007-07-14 04:30:16 IST"	"2007-07-14 04:30:16 IST"	"2007-07-14 04:30:16 IST"	"1652"	"1346"	"b0febe1700dea9a4c543597057e3d2ec"	"unknown"	"rrwxrwxrwx"	"/img_Mantooth.E01/vol_vol2/Users/Wes Mantooth/AppData/Local/Microsoft/Windows/Temporary Internet Files/Content.IE5/1UU4JR3B/images[7].jpg"
